split_id,split_mode,repetition,circuit_key,algorithm,size,circuit_kind,split_role
stratified_size_rep008,stratified_size,8,vqe_7_circuit,vqe,7,circuit,test
stratified_size_rep008,stratified_size,8,vqe_8_circuit,vqe,8,circuit,train
stratified_size_rep008,stratified_size,8,vqe_9_circuit,vqe,9,circuit,train
stratified_size_rep009,stratified_size,9,dj_10_circuit,dj,10,circuit,train
stratified_size_rep009,stratified_size,9,dj_11_circuit,dj,11,circuit,train
stratified_size_rep009,stratified_size,9,dj_12_circuit,dj,12,circuit,train
stratified_size_rep009,stratified_size,9,dj_13_circuit,dj,13,circuit,train
stratified_size_rep009,stratified_size,9,dj_14_circuit,dj,14,circuit,train
stratified_size_rep009,stratified_size,9,dj_15_circuit,dj,15,circuit,train
stratified_size_rep009,stratified_size,9,dj_4_circuit,dj,4,circuit,train
stratified_size_rep009,stratified_size,9,dj_5_circuit,dj,5,circuit,train
stratified_size_rep009,stratified_size,9,dj_6_circuit,dj,6,circuit,train
stratified_size_rep009,stratified_size,9,dj_7_circuit,dj,7,circuit,train
stratified_size_rep009,stratified_size,9,dj_8_circuit,dj,8,circuit,test
stratified_size_rep009,stratified_size,9,dj_9_circuit,dj,9,circuit,train
stratified_size_rep009,stratified_size,9,qaoa_10_circuit,qaoa,10,circuit,train
stratified_size_rep009,stratified_size,9,qaoa_11_circuit,qaoa,11,circuit,train
stratified_size_rep009,stratified_size,9,qaoa_12_circuit,qaoa,12,circuit,train
stratified_size_rep009,stratified_size,9,qaoa_13_circuit,qaoa,13,circuit,train
stratified_size_rep009,stratified_size,9,qaoa_14_circuit,qaoa,14,circuit,train
stratified_size_rep009,stratified_size,9,qaoa_15_circuit,qaoa,15,circuit,train
stratified_size_rep009,stratified_size,9,qaoa_4_circuit,qaoa,4,circuit,train
stratified_size_rep009,stratified_size,9,qaoa_5_circuit,qaoa,5,circuit,train
stratified_size_rep009,stratified_size,9,qaoa_6_circuit,qaoa,6,circuit,train
stratified_size_rep009,stratified_size,9,qaoa_7_circuit,qaoa,7,circuit,test
stratified_size_rep009,stratified_size,9,qaoa_8_circuit,qaoa,8,circuit,train
stratified_size_rep009,stratified_size,9,qaoa_9_circuit,qaoa,9,circuit,train
stratified_size_rep009,stratified_size,9,qft_10_circuit,qft,10,circuit,train
stratified_size_rep009,stratified_size,9,qft_11_circuit,qft,11,circuit,train
stratified_size_rep009,stratified_size,9,qft_12_circuit,qft,12,circuit,train
stratified_size_rep009,stratified_size,9,qft_13_circuit,qft,13,circuit,train
stratified_size_rep009,stratified_size,9,qft_14_circuit,qft,14,circuit,train
stratified_size_rep009,stratified_size,9,qft_15_circuit,qft,15,circuit,train
stratified_size_rep009,stratified_size,9,qft_4_circuit,qft,4,circuit,test
stratified_size_rep009,stratified_size,9,qft_5_circuit,qft,5,circuit,train
stratified_size_rep009,stratified_size,9,qft_6_circuit,qft,6,circuit,train
stratified_size_rep009,stratified_size,9,qft_7_circuit,qft,7,circuit,train
stratified_size_rep009,stratified_size,9,qft_8_circuit,qft,8,circuit,train
stratified_size_rep009,stratified_size,9,qft_9_circuit,qft,9,circuit,train
stratified_size_rep009,stratified_size,9,qnn_10_circuit,qnn,10,circuit,train
stratified_size_rep009,stratified_size,9,qnn_11_circuit,qnn,11,circuit,train
stratified_size_rep009,stratified_size,9,qnn_12_circuit,qnn,12,circuit,test
stratified_size_rep009,stratified_size,9,qnn_13_circuit,qnn,13,circuit,train
stratified_size_rep009,stratified_size,9,qnn_14_circuit,qnn,14,circuit,train
stratified_size_rep009,stratified_size,9,qnn_15_circuit,qnn,15,circuit,train
stratified_size_rep009,stratified_size,9,qnn_4_circuit,qnn,4,circuit,train
stratified_size_rep009,stratified_size,9,qnn_5_circuit,qnn,5,circuit,train
stratified_size_rep009,stratified_size,9,qnn_6_circuit,qnn,6,circuit,train
stratified_size_rep009,stratified_size,9,qnn_7_circuit,qnn,7,circuit,train
stratified_size_rep009,stratified_size,9,qnn_8_circuit,qnn,8,circuit,train
stratified_size_rep009,stratified_size,9,qnn_9_circuit,qnn,9,circuit,test
stratified_size_rep009,stratified_size,9,random_10_circuit,random,10,circuit,test
stratified_size_rep009,stratified_size,9,random_11_circuit,random,11,circuit,test
stratified_size_rep009,stratified_size,9,random_12_circuit,random,12,circuit,train
stratified_size_rep009,stratified_size,9,random_13_circuit,random,13,circuit,test
stratified_size_rep009,stratified_size,9,random_14_circuit,random,14,circuit,train
stratified_size_rep009,stratified_size,9,random_15_circuit,random,15,circuit,train
stratified_size_rep009,stratified_size,9,random_4_circuit,random,4,circuit,train
stratified_size_rep009,stratified_size,9,random_5_circuit,random,5,circuit,train
stratified_size_rep009,stratified_size,9,random_6_circuit,random,6,circuit,train
stratified_size_rep009,stratified_size,9,random_7_circuit,random,7,circuit,train
stratified_size_rep009,stratified_size,9,random_8_circuit,random,8,circuit,train
stratified_size_rep009,stratified_size,9,random_9_circuit,random,9,circuit,train
stratified_size_rep009,stratified_size,9,vqe_10_circuit,vqe,10,circuit,train
stratified_size_rep009,stratified_size,9,vqe_11_circuit,vqe,11,circuit,train
stratified_size_rep009,stratified_size,9,vqe_12_circuit,vqe,12,circuit,train
stratified_size_rep009,stratified_size,9,vqe_13_circuit,vqe,13,circuit,train
stratified_size_rep009,stratified_size,9,vqe_14_circuit,vqe,14,circuit,test
stratified_size_rep009,stratified_size,9,vqe_15_circuit,vqe,15,circuit,test
stratified_size_rep009,stratified_size,9,vqe_4_circuit,vqe,4,circuit,train
stratified_size_rep009,stratified_size,9,vqe_5_circuit,vqe,5,circuit,test
stratified_size_rep009,stratified_size,9,vqe_6_circuit,vqe,6,circuit,test
stratified_size_rep009,stratified_size,9,vqe_7_circuit,vqe,7,circuit,train
stratified_size_rep009,stratified_size,9,vqe_8_circuit,vqe,8,circuit,train
stratified_size_rep009,stratified_size,9,vqe_9_circuit,vqe,9,circuit,train
stratified_size_rep010,stratified_size,10,dj_10_circuit,dj,10,circuit,train
stratified_size_rep010,stratified_size,10,dj_11_circuit,dj,11,circuit,test
stratified_size_rep010,stratified_size,10,dj_12_circuit,dj,12,circuit,train
stratified_size_rep010,stratified_size,10,dj_13_circuit,dj,13,circuit,train
stratified_size_rep010,stratified_size,10,dj_14_circuit,dj,14,circuit,test
stratified_size_rep010,stratified_size,10,dj_15_circuit,dj,15,circuit,test
stratified_size_rep010,stratified_size,10,dj_4_circuit,dj,4,circuit,train
stratified_size_rep010,stratified_size,10,dj_5_circuit,dj,5,circuit,train
stratified_size_rep010,stratified_size,10,dj_6_circuit,dj,6,circuit,train
stratified_size_rep010,stratified_size,10,dj_7_circuit,dj,7,circuit,train
stratified_size_rep010,stratified_size,10,dj_8_circuit,dj,8,circuit,train
stratified_size_rep010,stratified_size,10,dj_9_circuit,dj,9,circuit,train
stratified_size_rep010,stratified_size,10,qaoa_10_circuit,qaoa,10,circuit,train
stratified_size_rep010,stratified_size,10,qaoa_11_circuit,qaoa,11,circuit,train
stratified_size_rep010,stratified_size,10,qaoa_12_circuit,qaoa,12,circuit,train
stratified_size_rep010,stratified_size,10,qaoa_13_circuit,qaoa,13,circuit,train
stratified_size_rep010,stratified_size,10,qaoa_14_circuit,qaoa,14,circuit,train
stratified_size_rep010,stratified_size,10,qaoa_15_circuit,qaoa,15,circuit,train
stratified_size_rep010,stratified_size,10,qaoa_4_circuit,qaoa,4,circuit,train
stratified_size_rep010,stratified_size,10,qaoa_5_circuit,qaoa,5,circuit,train
stratified_size_rep010,stratified_size,10,qaoa_6_circuit,qaoa,6,circuit,test
stratified_size_rep010,stratified_size,10,qaoa_7_circuit,qaoa,7,circuit,test
stratified_size_rep010,stratified_size,10,qaoa_8_circuit,qaoa,8,circuit,train
stratified_size_rep010,stratified_size,10,qaoa_9_circuit,qaoa,9,circuit,train
stratified_size_rep010,stratified_size,10,qft_10_circuit,qft,10,circuit,train
stratified_size_rep010,stratified_size,10,qft_11_circuit,qft,11,circuit,train
stratified_size_rep010,stratified_size,10,qft_12_circuit,qft,12,circuit,train
stratified_size_rep010,stratified_size,10,qft_13_circuit,qft,13,circuit,train
stratified_size_rep010,stratified_size,10,qft_14_circuit,qft,14,circuit,train
stratified_size_rep010,stratified_size,10,qft_15_circuit,qft,15,circuit,train
stratified_size_rep010,stratified_size,10,qft_4_circuit,qft,4,circuit,train
stratified_size_rep010,stratified_size,10,qft_5_circuit,qft,5,circuit,train
stratified_size_rep010,stratified_size,10,qft_6_circuit,qft,6,circuit,train
stratified_size_rep010,stratified_size,10,qft_7_circuit,qft,7,circuit,train
stratified_size_rep010,stratified_size,10,qft_8_circuit,qft,8,circuit,train
stratified_size_rep010,stratified_size,10,qft_9_circuit,qft,9,circuit,train
stratified_size_rep010,stratified_size,10,qnn_10_circuit,qnn,10,circuit,test
stratified_size_rep010,stratified_size,10,qnn_11_circuit,qnn,11,circuit,train
stratified_size_rep010,stratified_size,10,qnn_12_circuit,qnn,12,circuit,train
stratified_size_rep010,stratified_size,10,qnn_13_circuit,qnn,13,circuit,test
stratified_size_rep010,stratified_size,10,qnn_14_circuit,qnn,14,circuit,train
stratified_size_rep010,stratified_size,10,qnn_15_circuit,qnn,15,circuit,train
stratified_size_rep010,stratified_size,10,qnn_4_circuit,qnn,4,circuit,train
stratified_size_rep010,stratified_size,10,qnn_5_circuit,qnn,5,circuit,train
stratified_size_rep010,stratified_size,10,qnn_6_circuit,qnn,6,circuit,train
stratified_size_rep010,stratified_size,10,qnn_7_circuit,qnn,7,circuit,train
stratified_size_rep010,stratified_size,10,qnn_8_circuit,qnn,8,circuit,train
stratified_size_rep010,stratified_size,10,qnn_9_circuit,qnn,9,circuit,train
stratified_size_rep010,stratified_size,10,random_10_circuit,random,10,circuit,train
stratified_size_rep010,stratified_size,10,random_11_circuit,random,11,circuit,train
stratified_size_rep010,stratified_size,10,random_12_circuit,random,12,circuit,test
stratified_size_rep010,stratified_size,10,random_13_circuit,random,13,circuit,train
stratified_size_rep010,stratified_size,10,random_14_circuit,random,14,circuit,train
stratified_size_rep010,stratified_size,10,random_15_circuit,random,15,circuit,train
stratified_size_rep010,stratified_size,10,random_4_circuit,random,4,circuit,test
stratified_size_rep010,stratified_size,10,random_5_circuit,random,5,circuit,train
stratified_size_rep010,stratified_size,10,random_6_circuit,random,6,circuit,train
stratified_size_rep010,stratified_size,10,random_7_circuit,random,7,circuit,train
stratified_size_rep010,stratified_size,10,random_8_circuit,random,8,circuit,test
stratified_size_rep010,stratified_size,10,random_9_circuit,random,9,circuit,test
stratified_size_rep010,stratified_size,10,vqe_10_circuit,vqe,10,circuit,train
stratified_size_rep010,stratified_size,10,vqe_11_circuit,vqe,11,circuit,train
stratified_size_rep010,stratified_size,10,vqe_12_circuit,vqe,12,circuit,train
stratified_size_rep010,stratified_size,10,vqe_13_circuit,vqe,13,circuit,train
stratified_size_rep010,stratified_size,10,vqe_14_circuit,vqe,14,circuit,train
stratified_size_rep010,stratified_size,10,vqe_15_circuit,vqe,15,circuit,train
stratified_size_rep010,stratified_size,10,vqe_4_circuit,vqe,4,circuit,train
stratified_size_rep010,stratified_size,10,vqe_5_circuit,vqe,5,circuit,test
stratified_size_rep010,stratified_size,10,vqe_6_circuit,vqe,6,circuit,train
stratified_size_rep010,stratified_size,10,vqe_7_circuit,vqe,7,circuit,train
stratified_size_rep010,stratified_size,10,vqe_8_circuit,vqe,8,circuit,train
stratified_size_rep010,stratified_size,10,vqe_9_circuit,vqe,9,circuit,train
stratified_size_rep011,stratified_size,11,dj_10_circuit,dj,10,circuit,train
stratified_size_rep011,stratified_size,11,dj_11_circuit,dj,11,circuit,test
stratified_size_rep011,stratified_size,11,dj_12_circuit,dj,12,circuit,train
stratified_size_rep011,stratified_size,11,dj_13_circuit,dj,13,circuit,test
stratified_size_rep011,stratified_size,11,dj_14_circuit,dj,14,circuit,train
stratified_size_rep011,stratified_size,11,dj_15_circuit,dj,15,circuit,train
stratified_size_rep011,stratified_size,11,dj_4_circuit,dj,4,circuit,test
stratified_size_rep011,stratified_size,11,dj_5_circuit,dj,5,circuit,test
stratified_size_rep011,stratified_size,11,dj_6_circuit,dj,6,circuit,train
stratified_size_rep011,stratified_size,11,dj_7_circuit,dj,7,circuit,train
stratified_size_rep011,stratified_size,11,dj_8_circuit,dj,8,circuit,train
stratified_size_rep011,stratified_size,11,dj_9_circuit,dj,9,circuit,train
stratified_size_rep011,stratified_size,11,qaoa_10_circuit,qaoa,10,circuit,train
stratified_size_rep011,stratified_size,11,qaoa_11_circuit,qaoa,11,circuit,train
stratified_size_rep011,stratified_size,11,qaoa_12_circuit,qaoa,12,circuit,train
stratified_size_rep011,stratified_size,11,qaoa_13_circuit,qaoa,13,circuit,train
stratified_size_rep011,stratified_size,11,qaoa_14_circuit,qaoa,14,circuit,train
stratified_size_rep011,stratified_size,11,qaoa_15_circuit,qaoa,15,circuit,train
stratified_size_rep011,stratified_size,11,qaoa_4_circuit,qaoa,4,circuit,train
stratified_size_rep011,stratified_size,11,qaoa_5_circuit,qaoa,5,circuit,train
stratified_size_rep011,stratified_size,11,qaoa_6_circuit,qaoa,6,circuit,train
stratified_size_rep011,stratified_size,11,qaoa_7_circuit,qaoa,7,circuit,train
stratified_size_rep011,stratified_size,11,qaoa_8_circuit,qaoa,8,circuit,train
stratified_size_rep011,stratified_size,11,qaoa_9_circuit,qaoa,9,circuit,train
stratified_size_rep011,stratified_size,11,qft_10_circuit,qft,10,circuit,train
stratified_size_rep011,stratified_size,11,qft_11_circuit,qft,11,circuit,train
stratified_size_rep011,stratified_size,11,qft_12_circuit,qft,12,circuit,test
stratified_size_rep011,stratified_size,11,qft_13_circuit,qft,13,circuit,train
stratified_size_rep011,stratified_size,11,qft_14_circuit,qft,14,circuit,test
stratified_size_rep011,stratified_size,11,qft_15_circuit,qft,15,circuit,train
stratified_size_rep011,stratified_size,11,qft_4_circuit,qft,4,circuit,train
stratified_size_rep011,stratified_size,11,qft_5_circuit,qft,5,circuit,train
stratified_size_rep011,stratified_size,11,qft_6_circuit,qft,6,circuit,train
stratified_size_rep011,stratified_size,11,qft_7_circuit,qft,7,circuit,test
stratified_size_rep011,stratified_size,11,qft_8_circuit,qft,8,circuit,train
stratified_size_rep011,stratified_size,11,qft_9_circuit,qft,9,circuit,train
stratified_size_rep011,stratified_size,11,qnn_10_circuit,qnn,10,circuit,train
stratified_size_rep011,stratified_size,11,qnn_11_circuit,qnn,11,circuit,train
stratified_size_rep011,stratified_size,11,qnn_12_circuit,qnn,12,circuit,train
stratified_size_rep011,stratified_size,11,qnn_13_circuit,qnn,13,circuit,train
stratified_size_rep011,stratified_size,11,qnn_14_circuit,qnn,14,circuit,train
stratified_size_rep011,stratified_size,11,qnn_15_circuit,qnn,15,circuit,train
stratified_size_rep011,stratified_size,11,qnn_4_circuit,qnn,4,circuit,train
stratified_size_rep011,stratified_size,11,qnn_5_circuit,qnn,5,circuit,train
stratified_size_rep011,stratified_size,11,qnn_6_circuit,qnn,6,circuit,train
stratified_size_rep011,stratified_size,11,qnn_7_circuit,qnn,7,circuit,train
stratified_size_rep011,stratified_size,11,qnn_8_circuit,qnn,8,circuit,test
stratified_size_rep011,stratified_size,11,qnn_9_circuit,qnn,9,circuit,test
stratified_size_rep011,stratified_size,11,random_10_circuit,random,10,circuit,test
stratified_size_rep011,stratified_size,11,random_11_circuit,random,11,circuit,train
stratified_size_rep011,stratified_size,11,random_12_circuit,random,12,circuit,train
stratified_size_rep011,stratified_size,11,random_13_circuit,random,13,circuit,train
stratified_size_rep011,stratified_size,11,random_14_circuit,random,14,circuit,train
stratified_size_rep011,stratified_size,11,random_15_circuit,random,15,circuit,train
stratified_size_rep011,stratified_size,11,random_4_circuit,random,4,circuit,train
stratified_size_rep011,stratified_size,11,random_5_circuit,random,5,circuit,train
stratified_size_rep011,stratified_size,11,random_6_circuit,random,6,circuit,test
stratified_size_rep011,stratified_size,11,random_7_circuit,random,7,circuit,train
stratified_size_rep011,stratified_size,11,random_8_circuit,random,8,circuit,train
stratified_size_rep011,stratified_size,11,random_9_circuit,random,9,circuit,train
stratified_size_rep011,stratified_size,11,vqe_10_circuit,vqe,10,circuit,train
stratified_size_rep011,stratified_size,11,vqe_11_circuit,vqe,11,circuit,train
stratified_size_rep011,stratified_size,11,vqe_12_circuit,vqe,12,circuit,train
stratified_size_rep011,stratified_size,11,vqe_13_circuit,vqe,13,circuit,train
stratified_size_rep011,stratified_size,11,vqe_14_circuit,vqe,14,circuit,train
stratified_size_rep011,stratified_size,11,vqe_15_circuit,vqe,15,circuit,test
stratified_size_rep011,stratified_size,11,vqe_4_circuit,vqe,4,circuit,train
stratified_size_rep011,stratified_size,11,vqe_5_circuit,vqe,5,circuit,train
stratified_size_rep011,stratified_size,11,vqe_6_circuit,vqe,6,circuit,train
stratified_size_rep011,stratified_size,11,vqe_7_circuit,vqe,7,circuit,train
stratified_size_rep011,stratified_size,11,vqe_8_circuit,vqe,8,circuit,train
stratified_size_rep011,stratified_size,11,vqe_9_circuit,vqe,9,circuit,train
stratified_size_rep012,stratified_size,12,dj_10_circuit,dj,10,circuit,train
stratified_size_rep012,stratified_size,12,dj_11_circuit,dj,11,circuit,train
stratified_size_rep012,stratified_size,12,dj_12_circuit,dj,12,circuit,train
stratified_size_rep012,stratified_size,12,dj_13_circuit,dj,13,circuit,train
stratified_size_rep012,stratified_size,12,dj_14_circuit,dj,14,circuit,train
stratified_size_rep012,stratified_size,12,dj_15_circuit,dj,15,circuit,train
stratified_size_rep012,stratified_size,12,dj_4_circuit,dj,4,circuit,train
stratified_size_rep012,stratified_size,12,dj_5_circuit,dj,5,circuit,train
stratified_size_rep012,stratified_size,12,dj_6_circuit,dj,6,circuit,train
stratified_size_rep012,stratified_size,12,dj_7_circuit,dj,7,circuit,train
stratified_size_rep012,stratified_size,12,dj_8_circuit,dj,8,circuit,test
stratified_size_rep012,stratified_size,12,dj_9_circuit,dj,9,circuit,train
stratified_size_rep012,stratified_size,12,qaoa_10_circuit,qaoa,10,circuit,test
stratified_size_rep012,stratified_size,12,qaoa_11_circuit,qaoa,11,circuit,test
stratified_size_rep012,stratified_size,12,qaoa_12_circuit,qaoa,12,circuit,train
stratified_size_rep012,stratified_size,12,qaoa_13_circuit,qaoa,13,circuit,train
stratified_size_rep012,stratified_size,12,qaoa_14_circuit,qaoa,14,circuit,train
stratified_size_rep012,stratified_size,12,qaoa_15_circuit,qaoa,15,circuit,test
stratified_size_rep012,stratified_size,12,qaoa_4_circuit,qaoa,4,circuit,train
stratified_size_rep012,stratified_size,12,qaoa_5_circuit,qaoa,5,circuit,test
stratified_size_rep012,stratified_size,12,qaoa_6_circuit,qaoa,6,circuit,train
stratified_size_rep012,stratified_size,12,qaoa_7_circuit,qaoa,7,circuit,train
stratified_size_rep012,stratified_size,12,qaoa_8_circuit,qaoa,8,circuit,train
stratified_size_rep012,stratified_size,12,qaoa_9_circuit,qaoa,9,circuit,test
stratified_size_rep012,stratified_size,12,qft_10_circuit,qft,10,circuit,train
stratified_size_rep012,stratified_size,12,qft_11_circuit,qft,11,circuit,train
stratified_size_rep012,stratified_size,12,qft_12_circuit,qft,12,circuit,train
stratified_size_rep012,stratified_size,12,qft_13_circuit,qft,13,circuit,test
stratified_size_rep012,stratified_size,12,qft_14_circuit,qft,14,circuit,test
stratified_size_rep012,stratified_size,12,qft_15_circuit,qft,15,circuit,train
stratified_size_rep012,stratified_size,12,qft_4_circuit,qft,4,circuit,train
stratified_size_rep012,stratified_size,12,qft_5_circuit,qft,5,circuit,train
stratified_size_rep012,stratified_size,12,qft_6_circuit,qft,6,circuit,train
stratified_size_rep012,stratified_size,12,qft_7_circuit,qft,7,circuit,train
stratified_size_rep012,stratified_size,12,qft_8_circuit,qft,8,circuit,train
stratified_size_rep012,stratified_size,12,qft_9_circuit,qft,9,circuit,train
stratified_size_rep012,stratified_size,12,qnn_10_circuit,qnn,10,circuit,train
stratified_size_rep012,stratified_size,12,qnn_11_circuit,qnn,11,circuit,train
stratified_size_rep012,stratified_size,12,qnn_12_circuit,qnn,12,circuit,test
stratified_size_rep012,stratified_size,12,qnn_13_circuit,qnn,13,circuit,train
stratified_size_rep012,stratified_size,12,qnn_14_circuit,qnn,14,circuit,train
stratified_size_rep012,stratified_size,12,qnn_15_circuit,qnn,15,circuit,train
stratified_size_rep012,stratified_size,12,qnn_4_circuit,qnn,4,circuit,test
stratified_size_rep012,stratified_size,12,qnn_5_circuit,qnn,5,circuit,train
stratified_size_rep012,stratified_size,12,qnn_6_circuit,qnn,6,circuit,train
stratified_size_rep012,stratified_size,12,qnn_7_circuit,qnn,7,circuit,train
stratified_size_rep012,stratified_size,12,qnn_8_circuit,qnn,8,circuit,train
stratified_size_rep012,stratified_size,12,qnn_9_circuit,qnn,9,circuit,train
stratified_size_rep012,stratified_size,12,random_10_circuit,random,10,circuit,train
stratified_size_rep012,stratified_size,12,random_11_circuit,random,11,circuit,train
stratified_size_rep012,stratified_size,12,random_12_circuit,random,12,circuit,train
stratified_size_rep012,stratified_size,12,random_13_circuit,random,13,circuit,train
stratified_size_rep012,stratified_size,12,random_14_circuit,random,14,circuit,train
stratified_size_rep012,stratified_size,12,random_15_circuit,random,15,circuit,train
stratified_size_rep012,stratified_size,12,random_4_circuit,random,4,circuit,train
stratified_size_rep012,stratified_size,12,random_5_circuit,random,5,circuit,train
stratified_size_rep012,stratified_size,12,random_6_circuit,random,6,circuit,train
stratified_size_rep012,stratified_size,12,random_7_circuit,random,7,circuit,train
stratified_size_rep012,stratified_size,12,random_8_circuit,random,8,circuit,train
stratified_size_rep012,stratified_size,12,random_9_circuit,random,9,circuit,train
stratified_size_rep012,stratified_size,12,vqe_10_circuit,vqe,10,circuit,train
stratified_size_rep012,stratified_size,12,vqe_11_circuit,vqe,11,circuit,train
stratified_size_rep012,stratified_size,12,vqe_12_circuit,vqe,12,circuit,train
stratified_size_rep012,stratified_size,12,vqe_13_circuit,vqe,13,circuit,train
stratified_size_rep012,stratified_size,12,vqe_14_circuit,vqe,14,circuit,train
stratified_size_rep012,stratified_size,12,vqe_15_circuit,vqe,15,circuit,train
stratified_size_rep012,stratified_size,12,vqe_4_circuit,vqe,4,circuit,train
stratified_size_rep012,stratified_size,12,vqe_5_circuit,vqe,5,circuit,train
stratified_size_rep012,stratified_size,12,vqe_6_circuit,vqe,6,circuit,test
stratified_size_rep012,stratified_size,12,vqe_7_circuit,vqe,7,circuit,test
stratified_size_rep012,stratified_size,12,vqe_8_circuit,vqe,8,circuit,train
stratified_size_rep012,stratified_size,12,vqe_9_circuit,vqe,9,circuit,train
stratified_size_rep013,stratified_size,13,dj_10_circuit,dj,10,circuit,train
stratified_size_rep013,stratified_size,13,dj_11_circuit,dj,11,circuit,train
stratified_size_rep013,stratified_size,13,dj_12_circuit,dj,12,circuit,train
stratified_size_rep013,stratified_size,13,dj_13_circuit,dj,13,circuit,test
stratified_size_rep013,stratified_size,13,dj_14_circuit,dj,14,circuit,train
stratified_size_rep013,stratified_size,13,dj_15_circuit,dj,15,circuit,train
stratified_size_rep013,stratified_size,13,dj_4_circuit,dj,4,circuit,train
stratified_size_rep013,stratified_size,13,dj_5_circuit,dj,5,circuit,train
stratified_size_rep013,stratified_size,13,dj_6_circuit,dj,6,circuit,train
stratified_size_rep013,stratified_size,13,dj_7_circuit,dj,7,circuit,train
stratified_size_rep013,stratified_size,13,dj_8_circuit,dj,8,circuit,test
stratified_size_rep013,stratified_size,13,dj_9_circuit,dj,9,circuit,train
stratified_size_rep013,stratified_size,13,qaoa_10_circuit,qaoa,10,circuit,train
stratified_size_rep013,stratified_size,13,qaoa_11_circuit,qaoa,11,circuit,test
stratified_size_rep013,stratified_size,13,qaoa_12_circuit,qaoa,12,circuit,test
stratified_size_rep013,stratified_size,13,qaoa_13_circuit,qaoa,13,circuit,train
stratified_size_rep013,stratified_size,13,qaoa_14_circuit,qaoa,14,circuit,train
stratified_size_rep013,stratified_size,13,qaoa_15_circuit,qaoa,15,circuit,train
stratified_size_rep013,stratified_size,13,qaoa_4_circuit,qaoa,4,circuit,train
stratified_size_rep013,stratified_size,13,qaoa_5_circuit,qaoa,5,circuit,train
stratified_size_rep013,stratified_size,13,qaoa_6_circuit,qaoa,6,circuit,train
stratified_size_rep013,stratified_size,13,qaoa_7_circuit,qaoa,7,circuit,train
stratified_size_rep013,stratified_size,13,qaoa_8_circuit,qaoa,8,circuit,train
stratified_size_rep013,stratified_size,13,qaoa_9_circuit,qaoa,9,circuit,train
stratified_size_rep013,stratified_size,13,qft_10_circuit,qft,10,circuit,train
stratified_size_rep013,stratified_size,13,qft_11_circuit,qft,11,circuit,train
stratified_size_rep013,stratified_size,13,qft_12_circuit,qft,12,circuit,train
stratified_size_rep013,stratified_size,13,qft_13_circuit,qft,13,circuit,train
stratified_size_rep013,stratified_size,13,qft_14_circuit,qft,14,circuit,train
stratified_size_rep013,stratified_size,13,qft_15_circuit,qft,15,circuit,train
stratified_size_rep013,stratified_size,13,qft_4_circuit,qft,4,circuit,train
stratified_size_rep013,stratified_size,13,qft_5_circuit,qft,5,circuit,train
stratified_size_rep013,stratified_size,13,qft_6_circuit,qft,6,circuit,train
stratified_size_rep013,stratified_size,13,qft_7_circuit,qft,7,circuit,train
stratified_size_rep013,stratified_size,13,qft_8_circuit,qft,8,circuit,train
stratified_size_rep013,stratified_size,13,qft_9_circuit,qft,9,circuit,train
stratified_size_rep013,stratified_size,13,qnn_10_circuit,qnn,10,circuit,train
stratified_size_rep013,stratified_size,13,qnn_11_circuit,qnn,11,circuit,train
stratified_size_rep013,stratified_size,13,qnn_12_circuit,qnn,12,circuit,train
stratified_size_rep013,stratified_size,13,qnn_13_circuit,qnn,13,circuit,train
stratified_size_rep013,stratified_size,13,qnn_14_circuit,qnn,14,circuit,train
stratified_size_rep013,stratified_size,13,qnn_15_circuit,qnn,15,circuit,train
stratified_size_rep013,stratified_size,13,qnn_4_circuit,qnn,4,circuit,train
stratified_size_rep013,stratified_size,13,qnn_5_circuit,qnn,5,circuit,train
stratified_size_rep013,stratified_size,13,qnn_6_circuit,qnn,6,circuit,train
stratified_size_rep013,stratified_size,13,qnn_7_circuit,qnn,7,circuit,train
stratified_size_rep013,stratified_size,13,qnn_8_circuit,qnn,8,circuit,train
stratified_size_rep013,stratified_size,13,qnn_9_circuit,qnn,9,circuit,train
stratified_size_rep013,stratified_size,13,random_10_circuit,random,10,circuit,train
stratified_size_rep013,stratified_size,13,random_11_circuit,random,11,circuit,train
stratified_size_rep013,stratified_size,13,random_12_circuit,random,12,circuit,train
stratified_size_rep013,stratified_size,13,random_13_circuit,random,13,circuit,train
stratified_size_rep013,stratified_size,13,random_14_circuit,random,14,circuit,test
stratified_size_rep013,stratified_size,13,random_15_circuit,random,15,circuit,train
stratified_size_rep013,stratified_size,13,random_4_circuit,random,4,circuit,train
stratified_size_rep013,stratified_size,13,random_5_circuit,random,5,circuit,train
stratified_size_rep013,stratified_size,13,random_6_circuit,random,6,circuit,test
stratified_size_rep013,stratified_size,13,random_7_circuit,random,7,circuit,train
stratified_size_rep013,stratified_size,13,random_8_circuit,random,8,circuit,train
stratified_size_rep013,stratified_size,13,random_9_circuit,random,9,circuit,test
stratified_size_rep013,stratified_size,13,vqe_10_circuit,vqe,10,circuit,test
stratified_size_rep013,stratified_size,13,vqe_11_circuit,vqe,11,circuit,train
stratified_size_rep013,stratified_size,13,vqe_12_circuit,vqe,12,circuit,train
stratified_size_rep013,stratified_size,13,vqe_13_circuit,vqe,13,circuit,train
stratified_size_rep013,stratified_size,13,vqe_14_circuit,vqe,14,circuit,train
stratified_size_rep013,stratified_size,13,vqe_15_circuit,vqe,15,circuit,test
stratified_size_rep013,stratified_size,13,vqe_4_circuit,vqe,4,circuit,test
